account_id,device_id,linked_bank_account,ip_subnet,signup_day,txn_count_first_7d,cluster_type,cluster_id,is_fraud_ring_member
ACCT-000429,DEV-809119,ACC-896391006,164.177.243.0/24,218,0,none,,0
ACCT-000431,DEV-734867,ACC-271405386,168.159.194.0/24,336,4,none,,0
ACCT-001673,DEV-138661,ACC-455466465,56.86.1.0/24,1,1,none,,0
ACCT-001560,DEV-481687,ACC-575229368,201.134.104.0/24,168,1,none,,0
ACCT-003083,DEV-559022,ACC-435963521,8.89.184.0/24,260,4,legit_shared_device,LEGIT-026,0
ACCT-001368,DEV-122109,ACC-701034704,16.97.218.0/24,343,2,none,,0
ACCT-002032,DEV-799835,ACC-570981428,35.179.117.0/24,252,4,none,,0
ACCT-001733,DEV-509112,ACC-571433436,117.155.118.0/24,202,3,none,,0
ACCT-003136,DEV-352059,ACC-197057420,34.21.241.0/24,243,6,legit_shared_device,LEGIT-044,0
ACCT-000222,DEV-816936,ACC-103525964,127.195.175.0/24,38,3,none,,0
ACCT-000614,DEV-956019,ACC-627033545,18.202.238.0/24,204,1,none,,0
ACCT-001272,DEV-215707,ACC-835321649,9.50.162.0/24,60,2,none,,0
ACCT-000959,DEV-123396,ACC-217432775,155.149.250.0/24,193,2,none,,0
ACCT-001913,DEV-455846,ACC-723764859,69.9.127.0/24,241,5,none,,0
ACCT-002102,DEV-524622,ACC-444124583,176.123.110.0/24,261,2,none,,0
ACCT-000954,DEV-749608,ACC-718790887,217.171.9.0/24,37,2,none,,0
ACCT-000647,DEV-235984,ACC-410903172,33.177.125.0/24,93,1,none,,0
ACCT-001442,DEV-814924,ACC-925664682,39.226.135.0/24,99,2,none,,0
ACCT-003010,DEV-847924,ACC-527259282,56.129.141.0/24,52,4,legit_shared_device,LEGIT-002,0
ACCT-001485,DEV-523596,ACC-936273362,132.156.251.0/24,309,2,none,,0
ACCT-001754,DEV-609714,ACC-712194207,205.58.78.0/24,313,2,none,,0
ACCT-000797,DEV-679625,ACC-820524402,138.132.54.0/24,144,2,none,,0
ACCT-000841,DEV-732423,ACC-158772757,155.202.78.0/24,120,2,none,,0
ACCT-002057,DEV-521646,ACC-777204797,113.25.195.0/24,318,2,none,,0
ACCT-002368,DEV-568439,ACC-728214983,111.66.159.0/24,240,2,none,,0
ACCT-001404,DEV-173376,ACC-419558688,137.135.195.0/24,215,2,none,,0
ACCT-000098,DEV-740273,ACC-298949399,106.82.34.0/24,340,1,none,,0
ACCT-001810,DEV-801686,ACC-899041302,25.14.8.0/24,130,3,none,,0
ACCT-001658,DEV-470821,ACC-775568226,124.58.10.0/24,351,3,none,,0
ACCT-002240,DEV-344050,ACC-928229908,157.212.15.0/24,347,1,none,,0
ACCT-003214,DEV-221444,ACC-611621100,200.251.40.0/24,254,5,fraud_ring,RING-004,1
ACCT-001712,DEV-973909,ACC-934229541,14.165.99.0/24,197,0,none,,0
ACCT-001343,DEV-535869,ACC-896486503,112.207.106.0/24,58,2,none,,0
ACCT-002671,DEV-933247,ACC-446217920,162.127.207.0/24,193,6,none,,0
ACCT-002401,DEV-918681,ACC-472040942,3.98.182.0/24,35,0,none,,0
ACCT-002833,DEV-474690,ACC-642323600,1.221.213.0/24,70,3,none,,0
ACCT-002166,DEV-781778,ACC-896405010,163.33.21.0/24,115,1,none,,0
ACCT-000179,DEV-484460,ACC-477711116,208.127.31.0/24,285,3,none,,0
ACCT-001952,DEV-103627,ACC-826210207,51.142.252.0/24,360,2,none,,0
ACCT-001639,DEV-594816,ACC-289467324,128.229.212.0/24,37,5,none,,0
ACCT-000116,DEV-403879,ACC-457840651,158.178.197.0/24,332,2,none,,0
ACCT-002248,DEV-558283,ACC-588310488,126.83.145.0/24,317,6,none,,0
ACCT-000590,DEV-581326,ACC-477792199,108.196.69.0/24,199,2,none,,0
ACCT-000652,DEV-658025,ACC-639824906,57.166.217.0/24,351,1,none,,0
ACCT-001221,DEV-870811,ACC-325046827,39.118.109.0/24,25,1,none,,0
ACCT-002386,DEV-254036,ACC-562867681,137.198.145.0/24,81,3,none,,0
ACCT-000782,DEV-968048,ACC-848190013,193.113.96.0/24,105,0,none,,0
ACCT-000287,DEV-306231,ACC-249043602,126.86.228.0/24,15,4,none,,0
ACCT-002566,DEV-482413,ACC-249033931,222.197.112.0/24,143,3,none,,0
ACCT-002829,DEV-318857,ACC-239040720,55.40.233.0/24,215,2,none,,0
ACCT-001157,DEV-511883,ACC-161662081,11.128.250.0/24,6,0,none,,0
ACCT-000112,DEV-668433,ACC-878469970,99.27.77.0/24,105,4,none,,0
ACCT-002760,DEV-473162,ACC-870302710,115.225.45.0/24,110,2,none,,0
ACCT-001971,DEV-983723,ACC-461465981,32.128.73.0/24,256,2,none,,0
ACCT-000367,DEV-330292,ACC-189390217,171.160.48.0/24,41,4,none,,0
ACCT-000121,DEV-312239,ACC-310022144,11.250.246.0/24,205,1,none,,0
ACCT-001998,DEV-687931,ACC-269555946,162.240.71.0/24,46,2,none,,0
ACCT-000069,DEV-441879,ACC-707536022,158.72.166.0/24,73,3,none,,0
ACCT-001966,DEV-968150,ACC-261681396,151.48.6.0/24,359,5,none,,0
ACCT-002498,DEV-955818,ACC-397397928,50.64.30.0/24,253,1,none,,0
ACCT-002260,DEV-821735,ACC-337175974,102.64.225.0/24,257,4,none,,0
ACCT-000281,DEV-575455,ACC-420665067,77.0.165.0/24,255,3,none,,0
ACCT-000983,DEV-883836,ACC-549526682,182.236.197.0/24,264,1,none,,0
ACCT-002359,DEV-708545,ACC-405831247,125.10.97.0/24,214,3,none,,0
ACCT-001317,DEV-991612,ACC-622537493,179.199.242.0/24,142,1,none,,0
ACCT-001470,DEV-596079,ACC-424636140,9.229.69.0/24,262,2,none,,0
ACCT-003271,DEV-216040,ACC-720508654,22.72.83.0/24,237,1,fraud_ring,RING-010,1
ACCT-000976,DEV-115430,ACC-190048250,148.88.44.0/24,186,1,none,,0
ACCT-002472,DEV-217802,ACC-683672666,70.84.227.0/24,149,0,none,,0
ACCT-000473,DEV-687591,ACC-600050634,36.76.186.0/24,5,2,none,,0
ACCT-001294,DEV-245546,ACC-804664286,204.83.237.0/24,56,0,none,,0
ACCT-002431,DEV-798925,ACC-906216665,45.153.159.0/24,279,2,none,,0
ACCT-000074,DEV-422424,ACC-628017607,74.73.244.0/24,56,2,none,,0
ACCT-000318,DEV-854290,ACC-579309294,66.237.83.0/24,236,2,none,,0
ACCT-003249,DEV-764895,ACC-846011117,133.176.191.0/24,304,10,fraud_ring,RING-008,1
ACCT-001557,DEV-464709,ACC-364642338,39.224.93.0/24,316,4,none,,0
ACCT-000386,DEV-732601,ACC-734000919,28.89.4.0/24,212,0,none,,0
ACCT-001181,DEV-846883,ACC-209960489,109.219.218.0/24,58,5,none,,0
ACCT-000864,DEV-124582,ACC-762971462,92.186.58.0/24,236,1,none,,0
ACCT-002952,DEV-757118,ACC-920972887,83.46.120.0/24,92,2,none,,0
ACCT-000377,DEV-462580,ACC-772063560,109.45.175.0/24,122,1,none,,0
ACCT-000704,DEV-305496,ACC-135488716,43.240.40.0/24,363,3,none,,0
ACCT-001518,DEV-646947,ACC-987218725,160.39.116.0/24,247,0,none,,0
ACCT-000993,DEV-720243,ACC-395755447,128.33.47.0/24,345,2,none,,0
ACCT-001523,DEV-217755,ACC-877155239,55.120.67.0/24,357,1,none,,0
ACCT-002680,DEV-919065,ACC-446113191,72.87.61.0/24,7,1,none,,0
ACCT-000904,DEV-346522,ACC-619357305,201.123.96.0/24,346,3,none,,0
ACCT-001171,DEV-902558,ACC-832510426,93.126.15.0/24,346,2,none,,0
ACCT-001743,DEV-470314,ACC-210660872,217.191.187.0/24,98,1,none,,0
ACCT-002170,DEV-572936,ACC-507645876,188.162.125.0/24,311,3,none,,0
ACCT-000150,DEV-860887,ACC-113264128,194.157.229.0/24,165,1,none,,0
ACCT-001736,DEV-790351,ACC-859759451,91.155.230.0/24,78,1,none,,0
ACCT-001725,DEV-663396,ACC-839319879,3.143.59.0/24,23,1,none,,0
ACCT-000444,DEV-746374,ACC-967785395,158.83.196.0/24,194,3,none,,0
ACCT-000603,DEV-282392,ACC-893355669,202.190.99.0/24,264,6,none,,0
ACCT-001611,DEV-271943,ACC-502817220,35.250.102.0/24,37,1,none,,0
ACCT-000030,DEV-577799,ACC-798969894,108.74.28.0/24,147,2,none,,0
ACCT-000013,DEV-724929,ACC-827926354,182.173.33.0/24,43,3,none,,0
ACCT-002602,DEV-622623,ACC-423861841,223.222.156.0/24,221,0,none,,0
ACCT-000187,DEV-739884,ACC-435090509,132.196.243.0/24,125,1,none,,0
ACCT-002549,DEV-964709,ACC-590384849,148.147.164.0/24,278,0,none,,0
ACCT-002434,DEV-621310,ACC-804146054,14.32.6.0/24,296,1,none,,0
ACCT-002061,DEV-590775,ACC-114932094,129.61.77.0/24,181,2,none,,0
ACCT-002951,DEV-983910,ACC-919481676,158.58.4.0/24,269,4,none,,0
ACCT-003193,DEV-808051,ACC-704836796,173.136.190.0/24,197,7,fraud_ring,RING-001,1
ACCT-002230,DEV-250194,ACC-253319925,17.18.153.0/24,92,1,none,,0
ACCT-000160,DEV-250440,ACC-977033058,177.9.24.0/24,100,2,none,,0
ACCT-000172,DEV-725189,ACC-566169841,44.226.24.0/24,329,2,none,,0
ACCT-000496,DEV-641233,ACC-541236234,96.136.215.0/24,78,1,none,,0
ACCT-001734,DEV-696503,ACC-821216136,149.37.240.0/24,204,0,none,,0
ACCT-000195,DEV-821079,ACC-960262609,215.106.247.0/24,96,2,none,,0
ACCT-002567,DEV-893520,ACC-264330118,189.74.58.0/24,69,3,none,,0
ACCT-001174,DEV-624519,ACC-780443100,107.132.105.0/24,25,2,none,,0
ACCT-002757,DEV-766687,ACC-306411415,60.101.187.0/24,142,2,none,,0
ACCT-003037,DEV-613987,ACC-475297543,171.207.156.0/24,211,2,legit_shared_device,LEGIT-010,0
ACCT-002495,DEV-701042,ACC-449052625,196.97.156.0/24,327,2,none,,0
ACCT-001879,DEV-610713,ACC-980933868,160.36.254.0/24,244,2,none,,0
ACCT-000315,DEV-593376,ACC-533740339,195.50.68.0/24,156,2,none,,0
ACCT-001108,DEV-309625,ACC-130460150,13.43.174.0/24,18,5,none,,0
ACCT-000151,DEV-966559,ACC-340489753,142.59.71.0/24,356,1,none,,0
ACCT-001930,DEV-157990,ACC-199205748,212.214.252.0/24,237,3,none,,0
ACCT-000467,DEV-251034,ACC-816471856,202.53.51.0/24,300,1,none,,0
ACCT-002261,DEV-696539,ACC-925682422,75.17.251.0/24,63,3,none,,0
ACCT-003200,DEV-959990,ACC-456006754,143.120.1.0/24,195,8,fraud_ring,RING-002,1
ACCT-002084,DEV-316721,ACC-381516907,96.122.162.0/24,290,1,none,,0
ACCT-001902,DEV-347100,ACC-917669133,216.26.133.0/24,352,3,none,,0
ACCT-002120,DEV-478790,ACC-467788633,18.29.220.0/24,187,2,none,,0
ACCT-002788,DEV-309040,ACC-764651852,145.250.235.0/24,240,3,none,,0
ACCT-003048,DEV-626692,ACC-115322418,158.236.236.0/24,318,4,legit_shared_device,LEGIT-014,0
ACCT-000134,DEV-293437,ACC-602550850,93.144.34.0/24,80,2,none,,0
ACCT-002737,DEV-483782,ACC-491599677,158.29.174.0/24,278,3,none,,0
ACCT-001546,DEV-161342,ACC-500895218,186.93.241.0/24,12,3,none,,0
ACCT-001898,DEV-299475,ACC-299082399,45.47.116.0/24,257,6,none,,0
ACCT-001438,DEV-296514,ACC-756018042,54.65.153.0/24,257,3,none,,0
ACCT-002591,DEV-738109,ACC-748270264,56.115.110.0/24,199,2,none,,0
ACCT-000464,DEV-905727,ACC-352199634,91.127.150.0/24,355,2,none,,0
ACCT-001082,DEV-671407,ACC-899363701,12.68.6.0/24,46,5,none,,0
ACCT-000468,DEV-560658,ACC-422769185,197.74.113.0/24,208,0,none,,0
ACCT-000759,DEV-281467,ACC-140793749,76.211.238.0/24,362,2,none,,0
ACCT-002857,DEV-437220,ACC-962400938,92.121.225.0/24,135,5,none,,0
ACCT-000354,DEV-931564,ACC-972419593,107.227.97.0/24,2,3,none,,0
ACCT-002651,DEV-111919,ACC-312607959,182.234.175.0/24,90,3,none,,0
ACCT-001539,DEV-491964,ACC-113582176,131.97.25.0/24,171,2,none,,0
ACCT-002670,DEV-594818,ACC-838282935,171.27.52.0/24,339,1,none,,0
ACCT-001276,DEV-200985,ACC-768441680,66.158.218.0/24,305,1,none,,0
ACCT-002913,DEV-228847,ACC-163400149,73.136.26.0/24,70,1,none,,0
ACCT-001607,DEV-168696,ACC-682725772,7.40.60.0/24,157,0,none,,0
ACCT-003018,DEV-157524,ACC-174889724,168.35.169.0/24,246,3,legit_shared_device,LEGIT-004,0
ACCT-002349,DEV-701748,ACC-306863292,81.30.252.0/24,106,1,none,,0
ACCT-001763,DEV-143683,ACC-506452832,37.27.38.0/24,106,0,none,,0
ACCT-000560,DEV-865208,ACC-734958992,100.242.8.0/24,9,1,none,,0
ACCT-001486,DEV-471021,ACC-908282174,43.157.164.0/24,39,2,none,,0
ACCT-001251,DEV-292285,ACC-237740820,51.25.205.0/24,313,3,none,,0
ACCT-002650,DEV-283272,ACC-526051598,131.131.27.0/24,2,5,none,,0
ACCT-001791,DEV-335722,ACC-248133244,79.209.72.0/24,79,2,none,,0
ACCT-000622,DEV-310579,ACC-627864692,136.38.167.0/24,346,2,none,,0
ACCT-002809,DEV-921715,ACC-854038313,52.220.195.0/24,112,1,none,,0
ACCT-000770,DEV-447802,ACC-150438291,165.172.161.0/24,206,2,none,,0
ACCT-001745,DEV-971312,ACC-312642795,170.22.135.0/24,228,1,none,,0
ACCT-002941,DEV-395432,ACC-690776611,210.137.160.0/24,199,1,none,,0
ACCT-001084,DEV-503075,ACC-643589367,56.85.163.0/24,50,5,none,,0
ACCT-001330,DEV-577817,ACC-377845353,93.231.196.0/24,85,3,none,,0
ACCT-001905,DEV-682473,ACC-407447559,218.178.1.0/24,82,2,none,,0
ACCT-002980,DEV-402353,ACC-559922530,12.156.52.0/24,13,2,none,,0
ACCT-000522,DEV-138426,ACC-605937497,154.190.164.0/24,346,3,none,,0
ACCT-002971,DEV-696026,ACC-760187708,62.183.138.0/24,233,1,none,,0
ACCT-000895,DEV-273573,ACC-656580911,173.189.230.0/24,51,1,none,,0
ACCT-000300,DEV-165762,ACC-171054914,78.35.92.0/24,316,1,none,,0
ACCT-000096,DEV-982966,ACC-231379282,57.56.68.0/24,21,2,none,,0
ACCT-002643,DEV-528740,ACC-795710004,98.230.94.0/24,88,0,none,,0
ACCT-001824,DEV-837168,ACC-537865385,110.202.169.0/24,244,0,none,,0
ACCT-000192,DEV-911322,ACC-482109375,157.211.157.0/24,268,1,none,,0
ACCT-002912,DEV-648300,ACC-369917538,17.131.172.0/24,103,2,none,,0
ACCT-000627,DEV-705955,ACC-984900835,77.87.6.0/24,69,3,none,,0
ACCT-002525,DEV-770833,ACC-488328024,145.178.91.0/24,295,3,none,,0
ACCT-002396,DEV-930401,ACC-861572107,80.85.196.0/24,10,0,none,,0
ACCT-003106,DEV-212212,ACC-883549216,216.40.54.0/24,156,3,legit_shared_device,LEGIT-034,0
ACCT-001318,DEV-675101,ACC-749231692,168.95.140.0/24,274,0,none,,0
ACCT-003017,DEV-157524,ACC-414596444,174.89.239.0/24,242,1,legit_shared_device,LEGIT-004,0
ACCT-003175,DEV-388764,ACC-230509626,160.69.155.0/24,339,1,legit_shared_device,LEGIT-056,0
ACCT-002501,DEV-693980,ACC-670715134,98.76.95.0/24,181,2,none,,0
ACCT-002477,DEV-688834,ACC-228383958,179.54.228.0/24,242,0,none,,0
ACCT-002577,DEV-941218,ACC-331577625,12.188.111.0/24,66,4,none,,0
ACCT-002739,DEV-695110,ACC-455854661,210.39.247.0/24,77,2,none,,0
ACCT-002667,DEV-840812,ACC-133477466,213.140.177.0/24,77,3,none,,0
ACCT-003046,DEV-305962,ACC-557389179,17.83.38.0/24,195,6,legit_shared_device,LEGIT-013,0
ACCT-000607,DEV-852115,ACC-588535856,86.81.32.0/24,50,4,none,,0
ACCT-000220,DEV-357797,ACC-532982619,140.238.192.0/24,111,0,none,,0
ACCT-001510,DEV-125670,ACC-263211829,34.60.94.0/24,282,1,none,,0
ACCT-002083,DEV-372780,ACC-194694153,51.142.233.0/24,206,1,none,,0
ACCT-001841,DEV-744933,ACC-367534144,153.106.139.0/24,270,2,none,,0
ACCT-001817,DEV-504868,ACC-674610715,53.187.171.0/24,201,0,none,,0
ACCT-002666,DEV-659723,ACC-562607333,135.68.128.0/24,287,2,none,,0
ACCT-002717,DEV-673758,ACC-831824812,88.69.96.0/24,324,2,none,,0
ACCT-002333,DEV-913150,ACC-684873330,162.20.81.0/24,241,3,none,,0
ACCT-001970,DEV-724025,ACC-274644097,190.176.145.0/24,2,0,none,,0
ACCT-000581,DEV-176374,ACC-489237625,87.219.188.0/24,234,3,none,,0
ACCT-003158,DEV-892040,ACC-873445123,89.131.133.0/24,139,4,legit_shared_device,LEGIT-051,0
ACCT-002893,DEV-660820,ACC-755387093,89.82.42.0/24,2,1,none,,0
ACCT-000262,DEV-416431,ACC-278933222,152.39.229.0/24,172,2,none,,0
ACCT-002107,DEV-780643,ACC-288980849,30.33.58.0/24,353,1,none,,0
ACCT-001388,DEV-953507,ACC-731296825,92.172.145.0/24,189,3,none,,0
ACCT-001778,DEV-612971,ACC-831836284,173.210.12.0/24,172,3,none,,0
ACCT-002481,DEV-232359,ACC-522202898,190.120.189.0/24,226,0,none,,0
ACCT-001953,DEV-694896,ACC-441227617,221.160.6.0/24,72,1,none,,0
ACCT-002855,DEV-207219,ACC-220690003,24.52.225.0/24,176,2,none,,0
ACCT-001379,DEV-726211,ACC-305473630,115.251.185.0/24,237,2,none,,0
ACCT-002371,DEV-620313,ACC-225276779,206.2.208.0/24,166,2,none,,0
ACCT-002007,DEV-240217,ACC-774182404,82.81.100.0/24,351,5,none,,0
ACCT-002211,DEV-158168,ACC-646439613,223.118.241.0/24,343,2,none,,0
ACCT-003154,DEV-630252,ACC-504326694,174.217.158.0/24,171,2,legit_shared_device,LEGIT-050,0
ACCT-000956,DEV-279056,ACC-771270553,207.192.59.0/24,60,3,none,,0
ACCT-003320,DEV-665925,ACC-566026297,179.218.58.0/24,153,5,fraud_ring,RING-016,1
ACCT-002729,DEV-382890,ACC-185756632,209.219.96.0/24,64,3,none,,0
ACCT-002188,DEV-961080,ACC-422648944,173.178.163.0/24,310,2,none,,0
ACCT-002279,DEV-862501,ACC-885104144,130.86.113.0/24,222,1,none,,0
ACCT-002541,DEV-974374,ACC-383030980,45.196.123.0/24,302,4,none,,0
ACCT-002090,DEV-256947,ACC-716155774,14.217.70.0/24,273,2,none,,0
ACCT-002475,DEV-660037,ACC-590988451,116.24.16.0/24,305,1,none,,0
ACCT-002155,DEV-438871,ACC-610908660,66.226.232.0/24,151,1,none,,0
ACCT-001316,DEV-231780,ACC-156801032,145.217.53.0/24,109,2,none,,0
ACCT-000945,DEV-937734,ACC-638318573,175.50.158.0/24,142,0,none,,0
ACCT-000174,DEV-724967,ACC-101733888,27.64.214.0/24,302,2,none,,0
ACCT-002707,DEV-194955,ACC-511915477,194.251.114.0/24,36,4,none,,0
ACCT-002813,DEV-891660,ACC-341935737,20.215.209.0/24,19,2,none,,0
ACCT-001838,DEV-148916,ACC-434049226,15.179.7.0/24,310,1,none,,0
ACCT-002099,DEV-229850,ACC-413677760,69.72.106.0/24,28,1,none,,0
ACCT-003209,DEV-616142,ACC-840286099,85.172.243.0/24,17,3,fraud_ring,RING-003,1
ACCT-000604,DEV-101364,ACC-933571028,76.106.202.0/24,279,2,none,,0
ACCT-002724,DEV-199881,ACC-400648367,65.250.60.0/24,160,0,none,,0
ACCT-002488,DEV-144029,ACC-709105678,213.82.50.0/24,141,0,none,,0
ACCT-002063,DEV-403046,ACC-742772047,195.162.236.0/24,122,3,none,,0
ACCT-002877,DEV-293040,ACC-866747196,159.175.228.0/24,37,3,none,,0
ACCT-002423,DEV-566857,ACC-218064264,55.197.102.0/24,129,0,none,,0
ACCT-001000,DEV-580877,ACC-305915322,41.251.225.0/24,90,1,none,,0
ACCT-002157,DEV-902859,ACC-901121673,157.229.78.0/24,4,3,none,,0
ACCT-002518,DEV-982950,ACC-423575351,96.112.209.0/24,334,2,none,,0
ACCT-001492,DEV-973977,ACC-840978158,183.66.215.0/24,84,4,none,,0
ACCT-001576,DEV-633956,ACC-712689428,187.225.181.0/24,331,4,none,,0
ACCT-000977,DEV-539993,ACC-613727676,136.62.37.0/24,194,3,none,,0
ACCT-000688,DEV-658526,ACC-833034254,130.217.151.0/24,310,2,none,,0
ACCT-001403,DEV-775707,ACC-510772371,210.236.36.0/24,282,1,none,,0
ACCT-002364,DEV-131596,ACC-347681530,109.7.147.0/24,355,3,none,,0
ACCT-002758,DEV-245379,ACC-698872159,183.69.163.0/24,281,1,none,,0
ACCT-002960,DEV-772540,ACC-143344817,100.239.157.0/24,129,3,none,,0
ACCT-000418,DEV-435295,ACC-495295180,62.249.3.0/24,204,2,none,,0
ACCT-003071,DEV-141639,ACC-484199532,81.109.77.0/24,230,4,legit_shared_device,LEGIT-022,0
ACCT-003123,DEV-467812,ACC-957039270,63.169.222.0/24,336,2,legit_shared_device,LEGIT-040,0
ACCT-003292,DEV-674757,ACC-146239863,213.159.226.0/24,23,6,fraud_ring,RING-013,1
ACCT-002816,DEV-916330,ACC-531195648,213.84.205.0/24,173,1,none,,0
ACCT-002136,DEV-313907,ACC-138567326,62.2.135.0/24,12,3,none,,0
ACCT-000638,DEV-561692,ACC-187481975,223.12.88.0/24,47,3,none,,0
ACCT-001322,DEV-743678,ACC-705395739,125.52.67.0/24,257,1,none,,0
ACCT-003234,DEV-924789,ACC-916844995,110.172.68.0/24,74,7,fraud_ring,RING-006,1
ACCT-002606,DEV-955702,ACC-582367696,218.109.144.0/24,128,3,none,,0
ACCT-000005,DEV-866701,ACC-332711848,105.143.93.0/24,54,2,none,,0
ACCT-000600,DEV-290967,ACC-256090605,180.91.133.0/24,38,1,none,,0
ACCT-000756,DEV-446403,ACC-253743164,95.94.132.0/24,234,1,none,,0
ACCT-002693,DEV-778844,ACC-410262373,158.168.147.0/24,318,1,none,,0
ACCT-002963,DEV-282202,ACC-965037226,41.23.79.0/24,340,2,none,,0
ACCT-001131,DEV-384374,ACC-465598169,83.239.241.0/24,8,3,none,,0
ACCT-002103,DEV-754685,ACC-252625588,37.62.144.0/24,233,2,none,,0
ACCT-001253,DEV-120330,ACC-752318605,153.91.176.0/24,16,2,none,,0
ACCT-000584,DEV-302585,ACC-185058436,43.190.36.0/24,99,3,none,,0
ACCT-000730,DEV-172336,ACC-929515180,88.187.18.0/24,350,3,none,,0
ACCT-001297,DEV-302307,ACC-746789065,220.250.87.0/24,306,1,none,,0
ACCT-001816,DEV-389167,ACC-449229453,22.21.65.0/24,85,3,none,,0
ACCT-002993,DEV-284893,ACC-831665197,173.144.2.0/24,144,3,none,,0
ACCT-002238,DEV-715123,ACC-922449867,218.161.51.0/24,114,0,none,,0
ACCT-003074,DEV-141639,ACC-774245662,163.236.182.0/24,251,3,legit_shared_device,LEGIT-022,0
ACCT-003311,DEV-490464,ACC-197674777,94.253.104.0/24,322,5,fraud_ring,RING-015,1
ACCT-002493,DEV-205032,ACC-939826818,124.51.157.0/24,356,3,none,,0
ACCT-001106,DEV-398481,ACC-124587534,54.85.42.0/24,158,0,none,,0
ACCT-003220,DEV-657861,ACC-369883763,58.27.113.0/24,284,5,fraud_ring,RING-005,1
ACCT-002318,DEV-155500,ACC-930695456,32.249.215.0/24,350,1,none,,0
ACCT-001342,DEV-682753,ACC-450872690,167.124.175.0/24,191,1,none,,0
ACCT-000414,DEV-864920,ACC-901714224,188.111.196.0/24,181,1,none,,0
ACCT-002277,DEV-838540,ACC-962672185,82.87.40.0/24,84,2,none,,0
ACCT-000332,DEV-338414,ACC-674703040,1.245.61.0/24,349,1,none,,0
ACCT-002836,DEV-975623,ACC-149073198,36.187.82.0/24,56,2,none,,0
ACCT-002296,DEV-640576,ACC-166051729,154.254.226.0/24,152,3,none,,0
ACCT-001166,DEV-724019,ACC-378912827,40.179.152.0/24,60,0,none,,0
ACCT-001779,DEV-873992,ACC-354296157,106.161.209.0/24,58,2,none,,0
ACCT-003202,DEV-959990,ACC-456006754,209.103.104.0/24,195,11,fraud_ring,RING-002,1
ACCT-003260,DEV-101667,ACC-708982237,85.31.163.0/24,296,12,fraud_ring,RING-009,1
ACCT-003281,DEV-373293,ACC-813075934,8.66.104.0/24,320,1,fraud_ring,RING-011,1
ACCT-001344,DEV-497530,ACC-236902386,129.251.144.0/24,14,3,none,,0
ACCT-000282,DEV-640806,ACC-806089854,128.238.194.0/24,216,3,none,,0
ACCT-000669,DEV-713434,ACC-202982883,15.179.150.0/24,84,4,none,,0
ACCT-001635,DEV-964112,ACC-255235731,218.102.19.0/24,292,1,none,,0
ACCT-000425,DEV-982483,ACC-884502027,36.105.86.0/24,205,1,none,,0
ACCT-001581,DEV-233844,ACC-270194864,80.170.92.0/24,122,1,none,,0
ACCT-002881,DEV-374625,ACC-519363996,94.178.181.0/24,248,1,none,,0
ACCT-001945,DEV-426760,ACC-883414370,134.133.147.0/24,193,0,none,,0
ACCT-002715,DEV-638351,ACC-652260549,199.44.119.0/24,43,1,none,,0
ACCT-002610,DEV-902481,ACC-918043027,122.216.251.0/24,102,1,none,,0
ACCT-001762,DEV-853300,ACC-931851721,141.97.64.0/24,106,0,none,,0
ACCT-002732,DEV-284563,ACC-964853708,179.163.34.0/24,92,0,none,,0
ACCT-002524,DEV-100077,ACC-917405433,89.125.151.0/24,53,3,none,,0
ACCT-001934,DEV-155428,ACC-361538587,208.64.236.0/24,256,0,none,,0
ACCT-002197,DEV-189502,ACC-956582412,188.138.223.0/24,106,2,none,,0
ACCT-001549,DEV-804589,ACC-265201782,160.17.157.0/24,21,1,none,,0
ACCT-002989,DEV-880018,ACC-250892926,30.236.109.0/24,122,2,none,,0
ACCT-001150,DEV-808806,ACC-899101245,168.3.191.0/24,155,2,none,,0
ACCT-001057,DEV-717642,ACC-809953603,151.68.147.0/24,217,0,none,,0
ACCT-001151,DEV-229184,ACC-686649907,8.102.104.0/24,345,1,none,,0
ACCT-002544,DEV-319546,ACC-336504749,11.145.121.0/24,350,2,none,,0
ACCT-001434,DEV-534860,ACC-409711886,52.203.221.0/24,228,4,none,,0
ACCT-001519,DEV-297949,ACC-453974931,129.155.181.0/24,220,1,none,,0
ACCT-001060,DEV-817442,ACC-626245012,97.106.148.0/24,44,1,none,,0
ACCT-003176,DEV-314134,ACC-794755582,74.8.85.0/24,66,3,legit_shared_device,LEGIT-057,0
ACCT-000817,DEV-282655,ACC-476241066,77.4.204.0/24,215,3,none,,0
ACCT-002620,DEV-512985,ACC-869761133,165.221.241.0/24,352,4,none,,0
ACCT-002569,DEV-476649,ACC-172068121,41.70.192.0/24,95,0,none,,0
ACCT-000034,DEV-161625,ACC-551665013,76.72.232.0/24,315,0,none,,0
ACCT-000846,DEV-919956,ACC-868295248,204.143.36.0/24,60,0,none,,0
ACCT-000521,DEV-994445,ACC-486257191,35.254.215.0/24,30,0,none,,0
ACCT-002928,DEV-171459,ACC-970498920,83.212.8.0/24,189,1,none,,0
ACCT-001936,DEV-462691,ACC-849368465,71.78.77.0/24,321,2,none,,0
ACCT-001543,DEV-255518,ACC-262942518,18.63.164.0/24,77,1,none,,0
ACCT-000990,DEV-364380,ACC-898277430,157.2.157.0/24,331,0,none,,0
ACCT-000027,DEV-757253,ACC-259845842,185.158.247.0/24,289,5,none,,0
ACCT-002713,DEV-941493,ACC-888697377,111.176.89.0/24,18,0,none,,0
